;t_user;rt_user;user_id;retweet_count;favorite_count;created_at;retweeted;hashtags;user_mentions;text
212;Thierry Ménissier;BrunessenB;559319817;18;0;Wed Apr 12 09:22:24 +0000 2023;True;[];[{'screen_name': 'BrunessenB', 'name': 'Brunessen Bertrand', 'id': 1478396703703191561, 'id_str': '1478396703703191561', 'indices': [3, 14]}, {'screen_name': 'JulienNocetti', 'name': 'Julien Nocetti', 'id': 407248456, 'id_str': '407248456', 'indices': [76, 90]}, {'screen_name': 'bortzmeyer', 'name': 'Stéphane Bortzmeyer', 'id': 75263632, 'id_str': '75263632', 'indices': [91, 102]}, {'screen_name': 'franmusiani', 'name': 'Francesca Musiani', 'id': 861978656, 'id_str': '861978656', 'indices': [103, 115]}, {'screen_name': 'OphelieCoelho', 'name': 'Ophélie Coelho', 'id': 3101497558, 'id_str': '3101497558', 'indices': [116, 130]}];RT @BrunessenB: 🔴 Mise en ligne du colloque sur la souveraineté numérique 🟠 @JulienNocetti @bortzmeyer @franmusiani @OphelieCoelho @francoi…
213;Fred Montagnon (frd.eth / frederic.lens);lopinion_fr;5870292;7;0;Wed Apr 12 08:56:30 +0000 2023;True;[];"[{'screen_name': 'lopinion_fr', 'name': ""l'Opinion"", 'id': 1283588581, 'id_str': '1283588581', 'indices': [3, 15]}]";RT @lopinion_fr: «Le Web3, c’est d’abord un mouvement dont l’objectif est de remettre la souveraineté numérique entre les mains des utilisa…
214;Martin Duval;lopinion_fr;954629296865398784;7;0;Wed Apr 12 08:37:22 +0000 2023;True;[];"[{'screen_name': 'lopinion_fr', 'name': ""l'Opinion"", 'id': 1283588581, 'id_str': '1283588581', 'indices': [3, 15]}]";RT @lopinion_fr: «Le Web3, c’est d’abord un mouvement dont l’objectif est de remettre la souveraineté numérique entre les mains des utilisa…
215;Stéphane Bortzmeyer;franmusiani;75263632;2;0;Wed Apr 12 08:35:18 +0000 2023;True;[{'text': 'souverainete', 'indices': [99, 112]}, {'text': 'numerique', 'indices': [113, 123]}];[{'screen_name': 'franmusiani', 'name': 'Francesca Musiani', 'id': 861978656, 'id_str': '861978656', 'indices': [3, 15]}, {'screen_name': 'BrunessenB', 'name': 'Brunessen Bertrand', 'id': 1478396703703191561, 'id_str': '1478396703703191561', 'indices': [23, 34]}, {'screen_name': 'bortzmeyer', 'name': 'Stéphane Bortzmeyer', 'id': 75263632, 'id_str': '75263632', 'indices': [36, 47]}];RT @franmusiani: Merci @BrunessenB! @bortzmeyer et moi on se pointe dans la vidéo 2 pour parler de #souverainete #numerique et #infrastruct…
216;ZEKE;BrunessenB;3124707263;18;0;Wed Apr 12 08:33:25 +0000 2023;True;[];[{'screen_name': 'BrunessenB', 'name': 'Brunessen Bertrand', 'id': 1478396703703191561, 'id_str': '1478396703703191561', 'indices': [3, 14]}, {'screen_name': 'JulienNocetti', 'name': 'Julien Nocetti', 'id': 407248456, 'id_str': '407248456', 'indices': [76, 90]}, {'screen_name': 'bortzmeyer', 'name': 'Stéphane Bortzmeyer', 'id': 75263632, 'id_str': '75263632', 'indices': [91, 102]}, {'screen_name': 'franmusiani', 'name': 'Francesca Musiani', 'id': 861978656, 'id_str': '861978656', 'indices': [103, 115]}, {'screen_name': 'OphelieCoelho', 'name': 'Ophélie Coelho', 'id': 3101497558, 'id_str': '3101497558', 'indices': [116, 130]}];RT @BrunessenB: 🔴 Mise en ligne du colloque sur la souveraineté numérique 🟠 @JulienNocetti @bortzmeyer @franmusiani @OphelieCoelho @francoi…
219;Jean-Noël Lorriaux 🇫🇷🇬🇧🇪🇸🇨🇳;BrunessenB;101007012;18;0;Wed Apr 12 08:21:57 +0000 2023;True;[];[{'screen_name': 'BrunessenB', 'name': 'Brunessen Bertrand', 'id': 1478396703703191561, 'id_str': '1478396703703191561', 'indices': [3, 14]}, {'screen_name': 'JulienNocetti', 'name': 'Julien Nocetti', 'id': 407248456, 'id_str': '407248456', 'indices': [76, 90]}, {'screen_name': 'bortzmeyer', 'name': 'Stéphane Bortzmeyer', 'id': 75263632, 'id_str': '75263632', 'indices': [91, 102]}, {'screen_name': 'franmusiani', 'name': 'Francesca Musiani', 'id': 861978656, 'id_str': '861978656', 'indices': [103, 115]}, {'screen_name': 'OphelieCoelho', 'name': 'Ophélie Coelho', 'id': 3101497558, 'id_str': '3101497558', 'indices': [116, 130]}];RT @BrunessenB: 🔴 Mise en ligne du colloque sur la souveraineté numérique 🟠 @JulienNocetti @bortzmeyer @franmusiani @OphelieCoelho @francoi…
223;chadi_;BrunessenB;42449581;18;0;Wed Apr 12 07:32:30 +0000 2023;True;[];[{'screen_name': 'BrunessenB', 'name': 'Brunessen Bertrand', 'id': 1478396703703191561, 'id_str': '1478396703703191561', 'indices': [3, 14]}, {'screen_name': 'JulienNocetti', 'name': 'Julien Nocetti', 'id': 407248456, 'id_str': '407248456', 'indices': [76, 90]}, {'screen_name': 'bortzmeyer', 'name': 'Stéphane Bortzmeyer', 'id': 75263632, 'id_str': '75263632', 'indices': [91, 102]}, {'screen_name': 'franmusiani', 'name': 'Francesca Musiani', 'id': 861978656, 'id_str': '861978656', 'indices': [103, 115]}, {'screen_name': 'OphelieCoelho', 'name': 'Ophélie Coelho', 'id': 3101497558, 'id_str': '3101497558', 'indices': [116, 130]}];RT @BrunessenB: 🔴 Mise en ligne du colloque sur la souveraineté numérique 🟠 @JulienNocetti @bortzmeyer @franmusiani @OphelieCoelho @francoi…
224;Marie-Odile Diemer;BrunessenB;2358348638;18;0;Wed Apr 12 07:27:08 +0000 2023;True;[];[{'screen_name': 'BrunessenB', 'name': 'Brunessen Bertrand', 'id': 1478396703703191561, 'id_str': '1478396703703191561', 'indices': [3, 14]}, {'screen_name': 'JulienNocetti', 'name': 'Julien Nocetti', 'id': 407248456, 'id_str': '407248456', 'indices': [76, 90]}, {'screen_name': 'bortzmeyer', 'name': 'Stéphane Bortzmeyer', 'id': 75263632, 'id_str': '75263632', 'indices': [91, 102]}, {'screen_name': 'franmusiani', 'name': 'Francesca Musiani', 'id': 861978656, 'id_str': '861978656', 'indices': [103, 115]}, {'screen_name': 'OphelieCoelho', 'name': 'Ophélie Coelho', 'id': 3101497558, 'id_str': '3101497558', 'indices': [116, 130]}];RT @BrunessenB: 🔴 Mise en ligne du colloque sur la souveraineté numérique 🟠 @JulienNocetti @bortzmeyer @franmusiani @OphelieCoelho @francoi…
225;Guillaume Tusseau;BrunessenB;1420268505023275011;18;0;Wed Apr 12 07:26:20 +0000 2023;True;[];[{'screen_name': 'BrunessenB', 'name': 'Brunessen Bertrand', 'id': 1478396703703191561, 'id_str': '1478396703703191561', 'indices': [3, 14]}, {'screen_name': 'JulienNocetti', 'name': 'Julien Nocetti', 'id': 407248456, 'id_str': '407248456', 'indices': [76, 90]}, {'screen_name': 'bortzmeyer', 'name': 'Stéphane Bortzmeyer', 'id': 75263632, 'id_str': '75263632', 'indices': [91, 102]}, {'screen_name': 'franmusiani', 'name': 'Francesca Musiani', 'id': 861978656, 'id_str': '861978656', 'indices': [103, 115]}, {'screen_name': 'OphelieCoelho', 'name': 'Ophélie Coelho', 'id': 3101497558, 'id_str': '3101497558', 'indices': [116, 130]}];RT @BrunessenB: 🔴 Mise en ligne du colloque sur la souveraineté numérique 🟠 @JulienNocetti @bortzmeyer @franmusiani @OphelieCoelho @francoi…
226;François Delerue;BrunessenB;1278785047;18;0;Wed Apr 12 07:25:50 +0000 2023;True;[];[{'screen_name': 'BrunessenB', 'name': 'Brunessen Bertrand', 'id': 1478396703703191561, 'id_str': '1478396703703191561', 'indices': [3, 14]}, {'screen_name': 'JulienNocetti', 'name': 'Julien Nocetti', 'id': 407248456, 'id_str': '407248456', 'indices': [76, 90]}, {'screen_name': 'bortzmeyer', 'name': 'Stéphane Bortzmeyer', 'id': 75263632, 'id_str': '75263632', 'indices': [91, 102]}, {'screen_name': 'franmusiani', 'name': 'Francesca Musiani', 'id': 861978656, 'id_str': '861978656', 'indices': [103, 115]}, {'screen_name': 'OphelieCoelho', 'name': 'Ophélie Coelho', 'id': 3101497558, 'id_str': '3101497558', 'indices': [116, 130]}];RT @BrunessenB: 🔴 Mise en ligne du colloque sur la souveraineté numérique 🟠 @JulienNocetti @bortzmeyer @franmusiani @OphelieCoelho @francoi…
227;Stéphane Bortzmeyer;BrunessenB;75263632;18;0;Wed Apr 12 07:24:30 +0000 2023;True;[];[{'screen_name': 'BrunessenB', 'name': 'Brunessen Bertrand', 'id': 1478396703703191561, 'id_str': '1478396703703191561', 'indices': [3, 14]}, {'screen_name': 'JulienNocetti', 'name': 'Julien Nocetti', 'id': 407248456, 'id_str': '407248456', 'indices': [76, 90]}, {'screen_name': 'bortzmeyer', 'name': 'Stéphane Bortzmeyer', 'id': 75263632, 'id_str': '75263632', 'indices': [91, 102]}, {'screen_name': 'franmusiani', 'name': 'Francesca Musiani', 'id': 861978656, 'id_str': '861978656', 'indices': [103, 115]}, {'screen_name': 'OphelieCoelho', 'name': 'Ophélie Coelho', 'id': 3101497558, 'id_str': '3101497558', 'indices': [116, 130]}];RT @BrunessenB: 🔴 Mise en ligne du colloque sur la souveraineté numérique 🟠 @JulienNocetti @bortzmeyer @franmusiani @OphelieCoelho @francoi…
228;Bénédicte BEVIERE BOYER;BrunessenB;612588820;18;0;Wed Apr 12 07:20:09 +0000 2023;True;[];[{'screen_name': 'BrunessenB', 'name': 'Brunessen Bertrand', 'id': 1478396703703191561, 'id_str': '1478396703703191561', 'indices': [3, 14]}, {'screen_name': 'JulienNocetti', 'name': 'Julien Nocetti', 'id': 407248456, 'id_str': '407248456', 'indices': [76, 90]}, {'screen_name': 'bortzmeyer', 'name': 'Stéphane Bortzmeyer', 'id': 75263632, 'id_str': '75263632', 'indices': [91, 102]}, {'screen_name': 'franmusiani', 'name': 'Francesca Musiani', 'id': 861978656, 'id_str': '861978656', 'indices': [103, 115]}, {'screen_name': 'OphelieCoelho', 'name': 'Ophélie Coelho', 'id': 3101497558, 'id_str': '3101497558', 'indices': [116, 130]}];RT @BrunessenB: 🔴 Mise en ligne du colloque sur la souveraineté numérique 🟠 @JulienNocetti @bortzmeyer @franmusiani @OphelieCoelho @francoi…
230;S15_T;SylvRolland;122488272;36;0;Wed Apr 12 06:34:11 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
231;Le Lambda;SylvRolland;2758318510;36;0;Tue Apr 11 19:33:51 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
232;M;SylvRolland;55519360;36;0;Tue Apr 11 19:14:54 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
233;CHRISTINE SOTO;SylvRolland;1729006020;36;0;Tue Apr 11 19:10:45 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
234;Julien 🐧;SylvRolland;228057694;36;0;Tue Apr 11 18:37:46 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
235;Reno 🇺🇦;onlinestratfr;1021831397558890496;3;0;Tue Apr 11 16:26:48 +0000 2023;True;[];[{'screen_name': 'onlinestratfr', 'name': 'David Chelly', 'id': 37425419, 'id_str': '37425419', 'indices': [3, 17]}];RT @onlinestratfr: Avancer vers la souveraineté numérique fait sens. OVH  ne sera jamais un cheval de course mais c'est une entreprise cito…
236;ꓖⲟⲙⲉⳑⲍⲇ;SylvRolland;1612955295772299268;36;0;Tue Apr 11 16:25:46 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
237;Je4n Troll;SylvRolland;1478657894467919878;36;0;Tue Apr 11 16:18:19 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
238;Colette Desbordes;SylvRolland;702655061751689216;36;0;Tue Apr 11 16:14:00 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
239;cd_land 🇨🇵🇪🇺🇺🇦;SylvRolland;33960395;36;0;Tue Apr 11 16:13:52 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
240;NLac;SylvRolland;122195200;36;0;Tue Apr 11 16:00:21 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
241;Farzad FARID;onlinestratfr;16924999;3;0;Tue Apr 11 15:40:47 +0000 2023;True;[];[{'screen_name': 'onlinestratfr', 'name': 'David Chelly', 'id': 37425419, 'id_str': '37425419', 'indices': [3, 17]}];RT @onlinestratfr: Avancer vers la souveraineté numérique fait sens. OVH  ne sera jamais un cheval de course mais c'est une entreprise cito…
242;Stéphane Bortzmeyer;onlinestratfr;75263632;3;0;Tue Apr 11 15:37:54 +0000 2023;True;[];[{'screen_name': 'onlinestratfr', 'name': 'David Chelly', 'id': 37425419, 'id_str': '37425419', 'indices': [3, 17]}];RT @onlinestratfr: Avancer vers la souveraineté numérique fait sens. OVH  ne sera jamais un cheval de course mais c'est une entreprise cito…
243;Polgara;SylvRolland;718130205735456768;36;0;Tue Apr 11 15:31:52 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
244;IEwaN;SylvRolland;837887448;36;0;Tue Apr 11 14:49:09 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
246;ᑕᕼᕮYᕮᑎᑎᕮ;SylvRolland;1613026474553917441;36;0;Tue Apr 11 14:08:35 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
247;ᕈɩƙᥲ ♠;SylvRolland;1612234163620306944;36;0;Tue Apr 11 13:59:05 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
248;Arnaud Velten;SylvRolland;14639551;36;0;Tue Apr 11 13:48:43 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
249;Bernard Gazet;SylvRolland;1308438931;36;0;Tue Apr 11 13:26:51 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
250;Europe_guerre_civile matricule 162;SylvRolland;1327735346;36;0;Tue Apr 11 13:12:09 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
253;#DSI, Technologie et #Ethique;fayon;54795177;3;0;Tue Apr 11 12:59:16 +0000 2023;True;[{'text': 'souveraineté', 'indices': [103, 116]}, {'text': 'numérique', 'indices': [120, 130]}];[{'screen_name': 'fayon', 'name': 'David Fayon #Transformationdigitale', 'id': 20511199, 'id_str': '20511199', 'indices': [3, 9]}, {'screen_name': 'MARKETOR_IT', 'name': 'Thierry Bayon', 'id': 40210418, 'id_str': '40210418', 'indices': [17, 29]}, {'screen_name': 'SouveraineTech', 'name': 'Souveraine Tech', 'id': 1256644369077219328, 'id_str': '1256644369077219328', 'indices': [82, 97]}];RT @fayon: Merci @MARKETOR_IT pour cette reprise et analyse de mon interview pour @SouveraineTech côté #souveraineté et #numérique en parti…
255;Sho0oryuken;SylvRolland;800979244159553536;36;0;Tue Apr 11 12:30:22 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
256;raphael de andreis;SylvRolland;599506269;36;0;Tue Apr 11 12:26:16 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
257;F1MIJ PASCAL;SylvRolland;2829944230;36;0;Tue Apr 11 12:22:32 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
258;Pierre-Henry Muller;SylvRolland;17692083;36;0;Tue Apr 11 12:16:16 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
259;Cécile Chaigneau;SylvRolland;606271837;36;0;Tue Apr 11 12:16:08 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
260;La Tribune Sud;SylvRolland;2570508816;36;0;Tue Apr 11 12:14:55 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
261;Bertrand Favarel;SylvRolland;381440854;36;0;Tue Apr 11 12:13:10 +0000 2023;True;[{'text': 'OVHCloud', 'indices': [28, 37]}, {'text': 'Shadow', 'indices': [44, 51]}, {'text': 'Synfonium', 'indices': [110, 120]}];[{'screen_name': 'SylvRolland', 'name': 'Sylvain Rolland', 'id': 346551310, 'id_str': '346551310', 'indices': [3, 15]}, {'screen_name': 'olesovhcom', 'name': 'Octave Klaba', 'id': 290971726, 'id_str': '290971726', 'indices': [52, 63]}];RT @SylvRolland: Le prsdt d'#OVHCloud et de #Shadow @olesovhcom et la Caisse des dépôts, s'allient pour créer #Synfonium. La future platefo…
